e8:2c:6d:0d:ee:a2,-87
42:c7:29:f6:96:97,-80,-79,-85
f8:ab:05:4f:90:86,-71,-49,-48,-69,-50,-49,-50,-49,-48,-49,-50,-50,-49,-49,-49,-49,-48,-44,-49,-49,-49,-50,-49,-49,-49,-50,-49
f8:ab:05:4f:90:85,-79,-77,-76,-77,-76,-77,-76,-76,-76,-77,-76,-77,-77,-76,-77,-76,-77,-76,-76,-76,-76,-76,-76,-76,-77,-76,-76,-77,-77,-77,-76,-76,-77,-76,-76
4a:d7:75:f8:11:d9,-86
f8:ab:05:4f:90:87,-80,-79,-77,-77,-76,-76,-76,-75,-77,-77,-73,-76,-73,-76,-73,-75,-75,-75,-75,-75,-72,-72,-72,-73,-72,-75,-73,-72,-72,-72,-72,-76,-73,-72,-72
62:e3:27:a1:06:14,-82,-84,-82
58:d5:6e:a9:68:33,-72,-73,-70,-70,-71,-70,-69,-71,-67,-73,-69,-71,-72,-70,-70,-71,-71,-71,-70,-70,-70,-68
5c:8f:e0:30:0a:37,-73
ac:f1:df:c8:c1:aa,-70,-80,-77,-81,-81,-82,-79,-79,-67,-80,-79,-79,-82,-68,-80,-83,-81,-79
58:d5:6e:a9:68:34,-91,-91,-91,-90,-91,-91,-90,-91,-92,-92,-92,-90,-91,-92,-92,-93,-89,-91,-92,-91,-91,-90,-90,-92
40:65:a3:ac:56:a6,-85,-76,-87
ec:ad:e0:d4:e8:f8,-77,-78,-79,-78,-80,-81,-79,-80
4a:d7:75:f8:18:ed,-87
