RSSI,actual_cp,RF_cp,SVM_cp,3NN_cp,5NN_cp,7NN_cp,10NN_cp,15NN_cp
"[-77, -49, -80, -53, -68, -55]",E,E,E,E,E,E,E,E
"[-71, -68, -85, -59, -49, -57]",A,A,A,A,A,A,A,A
"[-69, -58, -70, -64, -76, -55]",E,E,E,E,E,E,E,E
"[-70, -68, -83, -59, -49, -58]",A,A,A,A,A,A,A,A
"[-66, -48, -68, -70, -65, -57]",E,D,E,E,E,E,E,E
"[-76, -58, -70, -58, -73, -58]",E,E,E,E,E,E,E,E
"[-81, -74, -67, -55, -71, -24]",B,E,E,E,E,E,E,E
"[-76, -59, -75, -55, -60, -65]",E,A,E,E,E,E,E,E
"[-66, -51, -69, -61, -75, -63]",E,E,E,E,E,E,E,E
"[-81, -53, -66, -52, -61, -61]",E,E,E,E,E,E,E,E
"[-72, -62, -70, -65, -79, -68]",D,C,D,D,D,D,D,D
"[-71, -70, -65, -67, -72, -67]",D,D,D,D,D,D,D,D
"[-67, -53, -74, -68, -63, -59]",E,D,E,E,E,E,E,E
"[-77, -58, -76, -56, -61, -64]",E,A,E,E,E,E,E,E
"[-60, -52, -71, -60, -75, -67]",C,E,C,C,C,C,C,C
"[-76, -31, -71, -55, -65, -56]",E,E,E,E,E,E,E,E
"[-80, -78, -65, -56, -74, -53]",E,E,E,E,E,E,E,E
"[-76, -60, -75, -55, -60, -65]",E,A,E,E,E,E,E,E
"[-64, -75, -64, -55, -70, -60]",E,E,E,E,E,E,E,E
"[-69, -52, -74, -62, -85, -58]",E,E,C,C,C,C,C,C
"[-74, -70, -68, -47, -66, -46]",E,E,E,E,E,E,E,E
"[-64, -73, -64, -55, -71, -59]",E,E,E,E,E,E,E,E
"[-77, -31, -70, -55, -65, -58]",E,E,E,E,E,E,E,E
"[-76, -31, -72, -55, -65, -56]",E,E,E,E,E,E,E,E
"[-68, -66, -85, -54, -54, -67]",A,A,A,A,A,A,A,A
"[-70, -62, -80, -51, -57, -55]",E,A,A,E,E,E,E,E
"[-77, -31, -70, -55, -65, -58]",E,E,E,E,E,E,E,E
"[-79, -79, -70, -48, -55, -52]",E,E,E,E,E,E,E,E
"[-74, -72, -68, -47, -66, -46]",E,E,E,E,E,E,E,E
"[-74, -72, -86, -60, -68, -54]",E,E,A,A,A,A,A,A
"[-55, -67, -60, -78, -83, -68]",C,C,C,C,C,C,C,C
"[-76, -58, -69, -57, -72, -58]",E,E,E,E,E,E,E,E
"[-70, -71, -85, -58, -49, -58]",A,A,A,A,A,A,A,A
"[-74, -72, -73, -47, -64, -50]",E,E,E,E,E,E,E,E
"[-77, -53, -76, -57, -60, -62]",E,A,E,E,E,E,E,E
"[-60, -73, -75, -73, -80, -80]",C,D,D,D,D,D,D,D
"[-70, -68, -85, -59, -50, -58]",A,A,A,A,A,A,A,A
"[-71, -63, -80, -51, -58, -56]",E,A,A,E,E,E,E,E
"[-81, -76, -87, -54, -60, -66]",A,A,A,A,A,A,A,A
"[-74, -60, -72, -47, -70, -46]",E,E,E,E,E,E,E,E
"[-67, -64, -79, -70, -80, -77]",D,D,D,D,D,D,D,D
"[-70, -68, -85, -59, -50, -58]",A,A,A,A,A,A,A,A
"[-75, -69, -68, -47, -67, -47]",E,E,E,E,E,E,E,E
"[-80, -78, -65, -57, -74, -53]",E,E,E,E,E,E,E,E
"[-75, -71, -79, -47, -56, -66]",A,A,A,A,A,A,A,A
"[-82, -78, -85, -56, -60, -65]",A,A,A,A,A,A,A,A
"[-77, -70, -79, -45, -56, -67]",A,A,A,A,A,A,A,A
"[-66, -48, -69, -68, -66, -57]",E,D,E,E,E,E,E,E
"[-64, -50, -70, -61, -73, -64]",E,E,E,E,E,E,E,E
"[-55, -66, -60, -78, -83, -67]",C,C,C,C,C,C,C,C
"[-83, -78, -84, -56, -61, -65]",A,A,A,A,A,A,A,A
"[-81, -52, -69, -53, -60, -62]",E,E,E,E,E,E,E,E
"[-75, -69, -68, -47, -65, -46]",E,E,E,E,E,E,E,E
"[-62, -68, -63, -67, -72, -66]",D,D,C,C,C,C,C,C
"[-73, -63, -80, -60, -53, -58]",B,A,A,A,A,A,A,A
"[-78, -31, -70, -55, -65, -58]",E,E,E,E,E,E,E,E
"[-65, -65, -65, -58, -70, -69]",C,E,E,E,E,E,E,E
"[-59, -52, -70, -60, -75, -67]",C,E,C,C,C,C,C,C
"[-77, -71, -78, -52, -62, -58]",A,E,E,E,E,E,E,E
"[-61, -75, -78, -72, -81, -81]",C,D,D,D,D,D,D,D
"[-69, -57, -70, -66, -79, -55]",E,C,E,E,E,E,E,E
"[-54, -68, -60, -78, -82, -68]",C,C,C,C,C,C,C,C
"[-80, -79, -73, -49, -62, -53]",E,E,E,E,E,E,E,E
"[-74, -71, -68, -47, -66, -46]",E,E,E,E,E,E,E,E
"[-80, -79, -65, -57, -74, -53]",E,E,E,E,E,E,E,E
"[-65, -63, -65, -58, -69, -69]",C,E,E,E,E,E,E,E
"[-80, -75, -71, -49, -56, -55]",E,E,E,E,E,E,E,E
"[-67, -52, -73, -68, -62, -59]",E,D,E,E,E,E,E,E
"[-67, -52, -74, -61, -78, -57]",E,E,E,E,E,E,E,E
"[-87, -70, -79, -59, -58, -59]",B,A,E,E,E,E,E,E
"[-70, -63, -80, -50, -60, -56]",E,A,E,E,E,E,E,E
"[-76, -58, -76, -55, -60, -65]",E,A,E,E,E,E,E,E
"[-71, -69, -65, -67, -72, -67]",D,D,D,D,D,D,D,D
"[-66, -48, -68, -70, -65, -57]",E,D,E,E,E,E,E,E
"[-73, -63, -79, -61, -52, -58]",B,A,A,A,A,A,A,A
"[-76, -72, -84, -61, -67, -54]",E,E,A,A,A,A,A,A
"[-62, -46, -66, -64, -79, -65]",E,D,C,C,C,C,C,C
"[-69, -56, -70, -65, -79, -55]",E,C,E,E,E,E,E,E
"[-65, -50, -71, -60, -72, -65]",E,E,E,E,E,E,E,E
"[-73, -64, -67, -58, -70, -48]",B,E,E,E,E,E,E,E
"[-61, -75, -78, -72, -81, -80]",C,D,D,D,D,D,D,D
"[-64, -69, -64, -54, -72, -59]",E,E,E,E,E,E,E,E
"[-79, -78, -71, -48, -56, -53]",E,E,E,E,E,E,E,E
"[-72, -67, -86, -58, -50, -61]",A,A,A,A,A,A,A,A
"[-80, -73, -67, -55, -73, -23]",B,E,E,E,E,E,E,E
"[-75, -71, -76, -51, -75, -64]",E,E,E,E,E,E,E,E
"[-70, -70, -85, -59, -49, -58]",A,A,A,A,A,A,A,A
"[-80, -73, -66, -55, -71, -23]",B,E,E,E,E,E,E,E
"[-62, -48, -66, -65, -88, -66]",E,D,C,C,C,C,C,C
"[-75, -72, -72, -51, -77, -65]",E,E,E,E,E,E,E,E
"[-75, -71, -78, -47, -57, -67]",A,A,A,A,A,A,A,A
"[-60, -50, -70, -59, -78, -68]",C,E,C,C,C,C,C,C
"[-76, -58, -69, -57, -72, -58]",E,E,E,E,E,E,E,E
"[-72, -62, -70, -65, -79, -68]",D,C,D,D,D,D,D,D
"[-69, -61, -65, -67, -78, -71]",D,D,D,D,D,D,D,D
"[-60, -52, -72, -59, -75, -66]",C,E,C,C,C,C,C,C
"[-87, -72, -78, -58, -56, -59]",B,A,E,E,E,E,E,E
"[-66, -68, -62, -67, -71, -66]",D,D,D,D,D,D,D,D
"[-66, -48, -68, -71, -65, -57]",E,D,E,E,E,E,E,E
"[-61, -75, -78, -72, -81, -80]",C,D,D,D,D,D,D,D
"[-87, -73, -78, -58, -56, -59]",B,A,E,E,E,E,E,E
"[-68, -53, -73, -67, -63, -59]",E,D,E,E,E,E,E,E
"[-77, -31, -69, -55, -65, -58]",E,E,E,E,E,E,E,E
"[-75, -67, -63, -66, -75, -60]",D,C,E,E,E,E,E,E
"[-88, -76, -77, -67, -69, -58]",A,B,B,B,B,B,B,B
"[-72, -62, -70, -65, -79, -68]",D,C,D,D,D,D,D,D
"[-73, -63, -79, -62, -52, -58]",B,A,A,A,A,A,A,A
"[-80, -68, -72, -61, -65, -50]",E,E,E,E,E,E,E,E
"[-79, -67, -77, -48, -58, -66]",A,A,E,E,E,E,E,E
"[-77, -61, -76, -55, -61, -65]",E,A,E,E,E,E,E,E
"[-74, -68, -72, -58, -73, -69]",E,E,E,E,E,E,E,E
"[-62, -75, -78, -72, -81, -81]",C,D,D,D,D,D,D,D
"[-65, -64, -76, -72, -77, -74]",D,D,D,D,D,D,D,D
"[-74, -65, -67, -61, -76, -49]",B,E,E,E,E,E,E,E
"[-74, -68, -74, -58, -73, -69]",E,E,E,E,E,E,E,E
"[-54, -68, -60, -78, -82, -68]",C,C,C,C,C,C,C,C
"[-68, -51, -74, -62, -82, -58]",E,E,E,C,C,C,C,C
"[-89, -77, -85, -62, -63, -62]",A,E,B,B,B,B,B,B
"[-61, -68, -64, -67, -72, -66]",D,D,C,C,C,C,C,C
"[-75, -60, -70, -56, -71, -58]",E,E,E,E,E,E,E,E
"[-80, -74, -67, -54, -72, -23]",B,E,E,E,E,E,E,E
"[-69, -56, -70, -65, -79, -55]",E,C,E,E,E,E,E,E
"[-75, -62, -73, -47, -69, -46]",E,E,E,E,E,E,E,E
"[-77, -31, -73, -55, -65, -57]",E,E,E,E,E,E,E,E
"[-76, -58, -69, -58, -72, -58]",E,E,E,E,E,E,E,E
"[-71, -61, -70, -66, -79, -69]",D,C,D,D,D,D,D,D
"[-74, -60, -72, -47, -70, -47]",E,E,E,E,E,E,E,E
"[-77, -62, -76, -56, -61, -64]",E,A,E,E,E,E,E,E
"[-66, -48, -67, -71, -65, -56]",E,D,E,E,E,E,E,E
"[-74, -63, -79, -61, -53, -58]",B,A,A,A,A,A,A,A
"[-74, -72, -67, -47, -66, -46]",E,E,E,E,E,E,E,E
"[-76, -60, -70, -55, -71, -58]",E,E,E,E,E,E,E,E
"[-74, -72, -74, -47, -64, -50]",E,E,E,E,E,E,E,E
"[-80, -75, -71, -50, -56, -54]",E,E,E,E,E,E,E,E
"[-66, -48, -68, -70, -65, -57]",E,D,E,E,E,E,E,E
"[-74, -60, -73, -47, -70, -46]",E,E,E,E,E,E,E,E
"[-59, -52, -70, -61, -74, -67]",C,E,C,C,C,C,C,C
"[-74, -65, -62, -66, -74, -60]",D,D,E,E,E,E,E,E
"[-72, -62, -70, -65, -79, -68]",D,C,D,D,D,D,D,D
"[-75, -51, -78, -54, -69, -56]",E,E,E,E,E,E,E,E
"[-67, -52, -69, -63, -73, -61]",E,E,E,E,E,E,E,E
"[-79, -77, -65, -56, -74, -53]",E,E,E,E,E,E,E,E
"[-73, -65, -62, -66, -75, -60]",D,C,E,E,E,E,E,E
"[-54, -66, -60, -78, -83, -68]",C,C,C,C,C,C,C,C
"[-66, -48, -68, -69, -66, -57]",E,D,E,E,E,E,E,E
"[-65, -64, -65, -58, -70, -69]",C,E,E,E,E,E,E,E
"[-74, -65, -68, -61, -75, -49]",B,E,E,E,E,E,E,E
"[-76, -66, -74, -51, -73, -65]",E,E,E,E,E,E,E,E
"[-82, -68, -73, -61, -65, -51]",E,E,E,E,E,E,E,E
"[-76, -64, -63, -66, -74, -60]",D,D,E,E,E,E,E,E
"[-60, -75, -77, -73, -80, -80]",C,D,D,D,D,D,D,D
"[-71, -70, -85, -60, -50, -59]",A,A,A,A,A,A,A,A
"[-87, -70, -80, -60, -58, -59]",B,A,E,E,E,E,E,E
"[-70, -64, -79, -70, -80, -73]",D,D,D,D,D,D,D,D
"[-70, -63, -80, -51, -60, -56]",E,A,A,E,E,E,E,E
"[-79, -81, -73, -49, -62, -53]",E,E,E,E,E,E,E,E
"[-78, -74, -65, -54, -74, -54]",E,E,E,E,E,E,E,E
"[-76, -77, -74, -48, -63, -51]",E,E,E,E,E,E,E,E
"[-79, -68, -73, -61, -65, -50]",E,E,E,E,E,E,E,E
"[-62, -46, -65, -64, -80, -65]",E,D,C,C,C,C,C,C
"[-72, -71, -76, -54, -63, -58]",A,E,E,E,E,E,E,E
"[-75, -59, -70, -57, -71, -58]",E,E,E,E,E,E,E,E
"[-71, -63, -80, -51, -58, -56]",E,A,A,E,E,E,E,E
"[-66, -48, -68, -69, -66, -57]",E,D,E,E,E,E,E,E
"[-63, -68, -63, -67, -72, -66]",D,D,D,D,D,D,D,C
"[-77, -31, -74, -55, -65, -58]",E,E,E,E,E,E,E,E
"[-81, -75, -67, -54, -70, -23]",B,E,E,E,E,E,E,E
"[-80, -68, -73, -61, -65, -50]",E,E,E,E,E,E,E,E
"[-68, -53, -73, -68, -63, -59]",E,D,E,E,E,E,E,E
"[-79, -78, -71, -48, -56, -52]",E,E,E,E,E,E,E,E
"[-71, -69, -65, -67, -72, -67]",D,D,D,D,D,D,D,D
"[-73, -60, -71, -47, -69, -47]",E,E,E,E,E,E,E,E
"[-71, -61, -70, -66, -79, -69]",D,C,D,D,D,D,D,D
"[-66, -49, -69, -65, -66, -57]",E,D,E,E,E,E,E,E
"[-65, -64, -65, -58, -70, -69]",C,E,E,E,E,E,E,E
"[-74, -63, -78, -61, -53, -58]",B,A,A,A,A,A,A,A
"[-80, -68, -72, -61, -64, -49]",E,E,E,E,E,E,E,E
"[-77, -31, -72, -55, -65, -58]",E,E,E,E,E,E,E,E
"[-61, -67, -68, -65, -72, -66]",D,D,C,C,C,C,C,C
"[-75, -72, -75, -51, -76, -65]",E,E,E,E,E,E,E,E
"[-75, -66, -62, -66, -75, -60]",D,C,E,E,E,E,E,E
"[-62, -48, -66, -65, -87, -66]",E,D,C,C,C,C,C,C
"[-66, -49, -69, -65, -66, -57]",E,D,E,E,E,E,E,E
"[-68, -51, -74, -62, -81, -58]",E,E,E,E,E,E,E,E
"[-72, -70, -86, -58, -50, -61]",A,A,A,A,A,A,A,A
"[-78, -69, -74, -51, -74, -64]",E,E,E,E,E,E,E,E
"[-77, -79, -74, -48, -63, -51]",E,E,E,E,E,E,E,E
"[-71, -63, -80, -51, -58, -56]",E,A,A,E,E,E,E,E
"[-76, -69, -78, -48, -57, -68]",A,A,A,A,A,A,A,A
"[-74, -60, -72, -47, -70, -47]",E,E,E,E,E,E,E,E
"[-65, -65, -65, -58, -70, -69]",C,E,E,E,E,E,E,E
"[-64, -71, -64, -55, -71, -59]",E,E,E,E,E,E,E,E
"[-75, -59, -70, -57, -72, -58]",E,E,E,E,E,E,E,E
"[-78, -67, -74, -50, -74, -64]",E,E,E,E,E,E,E,E
"[-75, -69, -68, -47, -65, -47]",E,E,E,E,E,E,E,E
"[-70, -63, -80, -51, -60, -56]",E,A,A,E,E,E,E,E
"[-73, -64, -67, -61, -70, -48]",B,E,E,E,E,E,E,E
"[-80, -68, -72, -61, -65, -49]",E,E,E,E,E,E,E,E
"[-75, -65, -63, -66, -75, -60]",D,C,E,E,E,E,E,E
"[-69, -66, -85, -54, -54, -68]",A,A,A,A,A,A,A,A
"[-76, -72, -84, -61, -67, -54]",E,E,A,A,A,A,A,A
"[-73, -67, -72, -58, -73, -71]",E,E,E,E,E,E,E,E
"[-77, -31, -74, -54, -65, -58]",E,E,E,E,E,E,E,E
"[-60, -71, -75, -73, -80, -80]",C,D,D,D,D,D,D,D
"[-64, -79, -63, -56, -70, -59]",E,E,E,E,E,E,E,E
"[-69, -58, -70, -64, -78, -55]",E,E,E,E,E,E,E,E
"[-73, -64, -67, -58, -70, -48]",B,E,E,E,E,E,E,E
"[-74, -63, -78, -60, -53, -57]",B,A,A,A,A,A,A,A
"[-78, -74, -65, -54, -74, -54]",E,E,E,E,E,E,E,E
"[-73, -60, -71, -47, -69, -47]",E,E,E,E,E,E,E,E
"[-65, -64, -79, -70, -76, -76]",D,D,D,D,D,D,D,D
"[-74, -65, -62, -66, -74, -60]",D,D,E,E,E,E,E,E
"[-76, -32, -72, -55, -66, -58]",E,E,E,E,E,E,E,E
"[-74, -60, -73, -47, -70, -46]",E,E,E,E,E,E,E,E
"[-78, -71, -77, -52, -61, -58]",A,A,E,E,E,E,E,E
"[-78, -31, -71, -55, -66, -59]",E,E,E,E,E,E,E,E
"[-80, -52, -66, -53, -61, -62]",E,E,E,E,E,E,E,E
"[-73, -62, -80, -60, -53, -58]",B,A,A,A,A,A,A,A
"[-63, -47, -66, -63, -86, -65]",E,D,C,C,C,C,C,C
"[-76, -32, -70, -55, -65, -56]",E,E,E,E,E,E,E,E
"[-80, -73, -66, -55, -71, -23]",B,E,E,E,E,E,E,E
"[-74, -61, -72, -48, -70, -45]",E,E,E,E,E,E,E,E
"[-75, -61, -76, -55, -60, -65]",E,A,E,A,A,A,A,E
"[-77, -31, -73, -54, -66, -58]",E,E,E,E,E,E,E,E
"[-71, -67, -85, -60, -49, -59]",A,A,A,A,A,A,A,A
"[-67, -54, -73, -68, -62, -59]",E,D,E,E,E,E,E,E
"[-69, -57, -70, -65, -80, -55]",E,C,E,E,E,E,E,E
"[-65, -51, -69, -61, -74, -64]",E,E,E,E,E,E,E,E
"[-81, -76, -88, -54, -60, -66]",A,A,A,A,A,A,A,A
"[-73, -62, -70, -65, -79, -67]",D,C,D,D,D,D,D,D
"[-60, -53, -71, -60, -77, -68]",C,E,C,C,C,C,C,C
"[-87, -69, -81, -61, -59, -59]",B,A,A,E,E,E,E,E
"[-67, -52, -73, -68, -62, -60]",E,D,E,E,E,E,E,E
"[-76, -60, -70, -56, -71, -58]",E,E,E,E,E,E,E,E
"[-68, -51, -74, -62, -82, -58]",E,E,E,C,C,C,C,C
"[-83, -67, -71, -60, -65, -48]",E,E,E,E,E,E,E,E
"[-70, -69, -65, -67, -71, -66]",D,D,D,D,D,D,D,D
"[-76, -49, -80, -54, -68, -55]",E,E,E,E,E,E,E,E
"[-88, -76, -77, -67, -69, -58]",A,B,B,B,B,B,B,B
"[-66, -48, -72, -60, -71, -65]",E,E,E,E,E,E,E,E
"[-73, -60, -71, -47, -69, -47]",E,E,E,E,E,E,E,E
"[-69, -52, -74, -62, -86, -58]",E,E,C,C,C,C,C,C
"[-74, -71, -86, -60, -67, -54]",E,E,A,A,A,A,A,A
"[-77, -80, -73, -49, -62, -53]",E,E,E,E,E,E,E,E
"[-89, -78, -84, -63, -64, -60]",A,B,B,B,B,B,B,B
"[-76, -66, -74, -51, -73, -65]",E,E,E,E,E,E,E,E
"[-64, -64, -65, -58, -70, -70]",C,E,D,E,E,E,E,E
"[-76, -61, -76, -55, -60, -65]",E,A,E,E,E,E,E,E
"[-74, -72, -86, -59, -69, -54]",E,E,A,A,A,A,A,A
"[-64, -65, -65, -58, -70, -69]",C,E,E,E,E,E,E,E
"[-68, -52, -75, -60, -75, -57]",E,A,E,E,E,E,E,E
"[-75, -62, -73, -47, -69, -46]",E,E,E,E,E,E,E,E
"[-79, -76, -65, -56, -74, -54]",E,E,E,E,E,E,E,E
"[-89, -81, -81, -65, -66, -58]",A,B,B,B,B,B,B,B
"[-77, -31, -73, -54, -66, -58]",E,E,E,E,E,E,E,E
"[-62, -47, -66, -65, -85, -66]",E,D,C,C,C,C,C,C
"[-73, -63, -79, -61, -52, -58]",B,A,A,A,A,A,A,A
"[-81, -52, -69, -53, -60, -62]",E,E,E,E,E,E,E,E
"[-69, -57, -70, -65, -80, -55]",E,C,E,E,E,E,E,E
"[-75, -50, -79, -54, -67, -55]",E,E,E,E,E,E,E,E
"[-77, -58, -76, -56, -61, -65]",E,A,E,E,E,E,E,E
"[-65, -63, -65, -58, -69, -69]",C,E,E,E,E,E,E,E
"[-59, -51, -70, -60, -75, -68]",C,E,C,C,C,C,C,C
"[-87, -72, -78, -58, -56, -59]",B,A,E,E,E,E,E,E
"[-87, -68, -83, -63, -60, -59]",B,A,A,A,A,A,A,A
"[-79, -78, -70, -48, -56, -52]",E,E,E,E,E,E,E,E
"[-76, -54, -76, -56, -59, -65]",E,A,E,E,E,E,E,E
"[-78, -68, -74, -50, -74, -64]",E,E,E,E,E,E,E,E
"[-63, -68, -64, -54, -72, -60]",E,E,E,E,E,E,E,E
"[-87, -69, -84, -63, -60, -55]",B,A,A,A,A,A,A,A
"[-54, -68, -60, -78, -82, -68]",C,C,C,C,C,C,C,C
"[-88, -76, -77, -67, -69, -58]",A,B,B,B,B,B,B,B
"[-74, -68, -74, -58, -73, -69]",E,E,E,E,E,E,E,E
"[-69, -67, -86, -54, -55, -68]",A,A,A,A,A,A,A,A
"[-77, -67, -77, -48, -58, -67]",A,A,E,A,A,A,A,A
"[-65, -65, -66, -59, -70, -69]",C,E,E,E,E,E,E,E
"[-64, -64, -65, -58, -70, -70]",C,E,D,E,E,E,E,E
"[-67, -52, -70, -62, -73, -64]",E,E,E,E,E,E,E,E
"[-69, -61, -65, -66, -78, -71]",D,D,D,D,D,D,D,D
"[-77, -86, -82, -60, -59, -67]",A,A,A,A,A,A,A,A
"[-77, -31, -72, -55, -66, -59]",E,E,E,E,E,E,E,E
"[-75, -67, -63, -66, -75, -60]",D,C,E,E,E,E,E,E
"[-60, -52, -72, -59, -77, -66]",C,E,C,C,C,C,C,C
"[-55, -65, -60, -78, -84, -68]",C,C,C,C,C,C,C,C
"[-61, -75, -78, -73, -81, -80]",C,D,D,D,D,D,D,D
"[-72, -62, -70, -65, -79, -68]",D,C,D,D,D,D,D,D
"[-86, -71, -79, -59, -57, -59]",B,A,E,E,E,E,E,E
"[-60, -50, -71, -59, -80, -68]",C,E,C,C,C,C,C,C
"[-69, -67, -86, -54, -54, -68]",A,A,A,A,A,A,A,A
"[-75, -72, -75, -51, -76, -65]",E,E,E,E,E,E,E,E
"[-66, -52, -75, -60, -77, -57]",E,A,E,E,E,E,E,E
"[-73, -65, -72, -57, -72, -74]",E,E,E,E,E,E,E,E
"[-76, -60, -75, -55, -60, -65]",E,A,E,E,E,E,E,E
"[-87, -73, -77, -58, -56, -59]",B,A,E,E,E,E,E,E
"[-75, -74, -74, -47, -64, -50]",E,E,E,E,E,E,E,E
"[-73, -70, -76, -54, -63, -58]",A,E,E,E,E,E,E,E
"[-81, -51, -68, -52, -60, -62]",E,E,E,E,E,E,E,E
"[-76, -70, -78, -48, -57, -68]",A,A,A,A,A,A,A,A
"[-88, -76, -77, -67, -69, -59]",A,B,B,B,B,B,B,B
"[-74, -60, -72, -47, -70, -46]",E,E,E,E,E,E,E,E
"[-61, -67, -56, -68, -72, -66]",D,D,D,C,C,C,C,C
"[-81, -74, -68, -55, -71, -24]",B,E,E,E,E,E,E,E
"[-75, -72, -67, -47, -67, -46]",E,E,E,E,E,E,E,E
"[-70, -62, -80, -51, -57, -55]",E,A,A,E,E,E,E,E
"[-70, -69, -84, -59, -49, -58]",A,A,A,A,A,A,A,A
"[-78, -68, -74, -50, -74, -64]",E,E,E,E,E,E,E,E
"[-66, -48, -67, -71, -65, -56]",E,D,E,E,E,E,E,E
"[-81, -52, -68, -53, -60, -62]",E,E,E,E,E,E,E,E
"[-65, -65, -65, -58, -70, -69]",C,E,E,E,E,E,E,E
"[-81, -53, -66, -52, -61, -61]",E,E,E,E,E,E,E,E
"[-75, -64, -63, -66, -74, -60]",D,D,E,E,E,E,E,E
"[-66, -48, -72, -60, -71, -65]",E,E,E,E,E,E,E,E
"[-88, -78, -77, -67, -68, -58]",A,B,B,B,B,B,B,B
"[-89, -82, -79, -65, -66, -58]",A,B,B,B,B,B,B,B
"[-82, -77, -86, -56, -60, -65]",A,A,A,A,A,A,A,A
"[-76, -67, -74, -51, -73, -65]",E,E,E,E,E,E,E,E
"[-61, -75, -78, -73, -81, -81]",C,D,D,D,D,D,D,D
"[-76, -53, -76, -56, -60, -63]",E,A,E,E,E,E,E,E
"[-59, -52, -70, -61, -74, -67]",C,E,C,C,C,C,C,C
"[-81, -74, -67, -54, -71, -23]",B,E,E,E,E,E,E,E
"[-76, -49, -81, -53, -69, -55]",E,E,E,E,E,E,E,E
"[-79, -81, -73, -49, -62, -53]",E,E,E,E,E,E,E,E
"[-66, -48, -72, -60, -71, -65]",E,E,E,E,E,E,E,E
"[-76, -53, -76, -56, -60, -64]",E,A,E,E,E,E,E,E
"[-72, -68, -73, -58, -73, -68]",E,E,E,E,E,E,E,E
"[-61, -75, -78, -73, -81, -80]",C,D,D,D,D,D,D,D
"[-78, -71, -76, -52, -61, -58]",A,A,E,E,E,E,E,E
"[-61, -47, -66, -66, -89, -66]",E,C,C,C,C,C,C,C
"[-64, -64, -65, -58, -69, -70]",C,E,E,E,E,E,E,E
"[-83, -67, -71, -60, -65, -47]",E,E,E,E,E,E,E,E
"[-66, -48, -67, -71, -64, -56]",E,D,E,E,E,E,E,E
"[-84, -72, -88, -54, -59, -55]",E,A,A,A,A,A,A,A
"[-61, -75, -78, -72, -81, -81]",C,D,D,D,D,D,D,D
"[-77, -31, -72, -54, -66, -59]",E,E,E,E,E,E,E,E
"[-75, -65, -63, -66, -75, -60]",D,C,E,E,E,E,E,E
"[-74, -70, -68, -47, -66, -46]",E,E,E,E,E,E,E,E
"[-73, -60, -71, -47, -69, -47]",E,E,E,E,E,E,E,E
"[-66, -48, -72, -60, -71, -65]",E,E,E,E,E,E,E,E
"[-74, -65, -67, -60, -73, -49]",B,E,E,E,E,E,E,E
"[-69, -56, -70, -65, -79, -55]",E,C,E,E,E,E,E,E
"[-74, -63, -79, -61, -53, -58]",B,A,A,A,A,A,A,A
"[-75, -71, -76, -51, -75, -65]",E,E,E,E,E,E,E,E
"[-74, -63, -80, -60, -52, -58]",B,A,A,A,A,A,A,A
"[-69, -58, -71, -64, -78, -55]",E,E,E,E,E,E,E,E
"[-59, -52, -70, -61, -75, -67]",C,E,C,C,C,C,C,C
"[-87, -73, -77, -59, -58, -59]",B,A,E,E,E,E,E,E
"[-65, -68, -62, -67, -72, -66]",D,D,D,D,D,D,D,D
"[-75, -72, -86, -61, -67, -54]",E,E,A,A,A,A,A,A
"[-68, -51, -74, -62, -83, -58]",E,E,E,C,C,C,C,C
"[-70, -63, -80, -51, -60, -56]",E,A,A,E,E,E,E,E
"[-62, -75, -78, -72, -81, -81]",C,D,D,D,D,D,D,D
"[-73, -64, -67, -58, -70, -48]",B,E,E,E,E,E,E,E
"[-61, -67, -68, -66, -72, -66]",D,D,C,C,C,C,C,C
"[-73, -62, -70, -66, -79, -67]",D,C,D,D,D,D,D,D
"[-71, -62, -80, -51, -58, -55]",E,A,A,E,E,E,E,E
"[-74, -63, -79, -61, -53, -58]",B,A,A,A,A,A,A,A
"[-76, -58, -69, -58, -72, -58]",E,E,E,E,E,E,E,E
"[-64, -64, -65, -58, -69, -70]",C,E,E,E,E,E,E,E
"[-75, -72, -66, -47, -68, -45]",E,E,E,E,E,E,E,E
"[-73, -71, -76, -54, -63, -58]",A,E,E,E,E,E,E,E
"[-68, -52, -75, -62, -75, -58]",E,A,E,E,E,E,E,E
"[-73, -64, -67, -59, -70, -48]",B,E,E,E,E,E,E,E
"[-64, -69, -64, -54, -72, -59]",E,E,E,E,E,E,E,E
"[-74, -72, -86, -59, -69, -54]",E,E,A,A,A,A,A,A
"[-76, -64, -63, -66, -74, -60]",D,D,E,E,E,E,E,E
"[-76, -49, -82, -53, -69, -55]",E,E,E,E,E,E,E,E
"[-74, -70, -77, -54, -63, -58]",A,E,E,E,E,E,E,E
"[-79, -75, -65, -55, -74, -54]",E,E,E,E,E,E,E,E
"[-61, -67, -66, -67, -72, -66]",D,D,C,C,C,C,C,C
"[-64, -71, -64, -55, -71, -59]",E,E,E,E,E,E,E,E
"[-89, -77, -85, -62, -63, -62]",A,E,B,B,B,B,B,B
"[-82, -79, -83, -56, -61, -66]",A,A,A,A,A,A,A,A
"[-75, -64, -63, -66, -74, -60]",D,D,E,E,E,E,E,E
"[-74, -61, -72, -48, -70, -45]",E,E,E,E,E,E,E,E
"[-74, -71, -86, -61, -67, -54]",E,E,A,A,A,A,A,A
"[-76, -64, -63, -66, -74, -60]",D,D,E,E,E,E,E,E
