Shift_Point1,Shift_Point2,Toward_Point,Actual_Coord,RSSI,Best_Shift,Best_accuracy,Best_coord,Shift,Accuracy,Coord,Shift,Accuracy,Coord,Shift,Accuracy,Coord,Shift,Accuracy,Coord,Shift,Accuracy,Coord,Shift,Accuracy,Coord,Shift,Accuracy,Coord,Shift,Accuracy,Coord,Shift,Accuracy,Coord,Shift,Accuracy,Coord
C,D,E,"[1.8, 3.2]","[-64, -70, -64, -54, -72, -59]",3,1.204,"(3.0, 3.1)",0,1.5,"(3.0, 2.3)",1,1.342,"(3.0, 2.6)",2,1.237,"(3.0, 2.9)",3,1.204,"(3.0, 3.1)",4,1.217,"(3.0, 3.4)",5,1.3,"(3.0, 3.7)",6,1.389,"(3.0, 3.9)",7,1.562,"(3.0, 4.2)",8,1.769,"(3.0, 4.5)",9,1.921,"(3.0, 4.7)"
B,A,E,"[3.9, 7]","[-79, -78, -70, -48, -55, -52]",3,0.906,"(3.0, 6.9)",0,1.14,"(3.0, 7.7)",1,0.985,"(3.0, 7.4)",2,0.906,"(3.0, 7.1)",3,0.906,"(3.0, 6.9)",4,0.985,"(3.0, 6.6)",5,1.14,"(3.0, 6.3)",6,1.273,"(3.0, 6.1)",7,1.5,"(3.0, 5.8)",8,1.749,"(3.0, 5.5)",9,1.924,"(3.0, 5.3)"
C,D,E,"[2.8, 2.3]","[-60, -50, -70, -59, -80, -68]",0,0.2,"(3.0, 2.3)",0,0.2,"(3.0, 2.3)",1,0.361,"(3.0, 2.6)",2,0.632,"(3.0, 2.9)",3,0.825,"(3.0, 3.1)",4,1.118,"(3.0, 3.4)",5,1.414,"(3.0, 3.7)",6,1.612,"(3.0, 3.9)",7,1.91,"(3.0, 4.2)",8,2.209,"(3.0, 4.5)",9,2.408,"(3.0, 4.7)"
B,E,A,"[3.2, 8.6]","[-87, -73, -77, -59, -57, -59]",1,0.894,"(2.8, 7.8)",0,0.922,"(3.0, 7.7)",1,0.894,"(2.8, 7.8)",2,0.922,"(2.6, 7.9)",3,0.943,"(2.4, 8.1)",4,1.077,"(2.2, 8.2)",5,1.237,"(2.0, 8.3)",6,1.404,"(1.8, 8.5)",7,1.6,"(1.6, 8.6)",8,1.803,"(1.4, 8.7)",9,2.022,"(1.2, 8.9)"
B,E,A,"[1.1, 8.8]","[-69, -65, -85, -54, -54, -68]",9,0.141,"(1.2, 8.9)",0,2.195,"(3.0, 7.7)",1,1.972,"(2.8, 7.8)",2,1.749,"(2.6, 7.9)",3,1.476,"(2.4, 8.1)",4,1.253,"(2.2, 8.2)",5,1.03,"(2.0, 8.3)",6,0.762,"(1.8, 8.5)",7,0.539,"(1.6, 8.6)",8,0.316,"(1.4, 8.7)",9,0.141,"(1.2, 8.9)"
E,C,D,"[1.8, 3.9]","[-66, -48, -68, -71, -64, -57]",0,2,"(3.0, 2.3)",0,2,"(3.0, 2.3)",1,2.202,"(3.2, 2.2)",2,2.408,"(3.4, 2.1)",3,2.691,"(3.6, 1.9)",4,2.9,"(3.8, 1.8)",5,3.111,"(4.0, 1.7)",6,3.394,"(4.2, 1.5)",7,3.607,"(4.4, 1.4)",8,3.821,"(4.6, 1.3)",9,4.104,"(4.8, 1.1)"
B,E,A,"[3.2, 7.7]","[-74, -63, -79, -61, -52, -58]",0,0.2,"(3.0, 7.7)",0,0.2,"(3.0, 7.7)",1,0.412,"(2.8, 7.8)",2,0.632,"(2.6, 7.9)",3,0.894,"(2.4, 8.1)",4,1.118,"(2.2, 8.2)",5,1.342,"(2.0, 8.3)",6,1.612,"(1.8, 8.5)",7,1.836,"(1.6, 8.6)",8,2.059,"(1.4, 8.7)",9,2.332,"(1.2, 8.9)"
B,A,E,"[1.5, 7.6]","[-73, -71, -76, -54, -63, -58]",0,1.503,"(3.0, 7.7)",0,1.503,"(3.0, 7.7)",1,1.513,"(3.0, 7.4)",2,1.581,"(3.0, 7.1)",3,1.655,"(3.0, 6.9)",4,1.803,"(3.0, 6.6)",5,1.985,"(3.0, 6.3)",6,2.121,"(3.0, 6.1)",7,2.343,"(3.0, 5.8)",8,2.581,"(3.0, 5.5)",9,2.746,"(3.0, 5.3)"
C,D,E,"[3, 1.95]","[-64, -64, -65, -58, -70, -69]",0,0.35,"(3.0, 2.3)",0,0.35,"(3.0, 2.3)",1,0.65,"(3.0, 2.6)",2,0.95,"(3.0, 2.9)",3,1.15,"(3.0, 3.1)",4,1.45,"(3.0, 3.4)",5,1.75,"(3.0, 3.7)",6,1.95,"(3.0, 3.9)",7,2.25,"(3.0, 4.2)",8,2.55,"(3.0, 4.5)",9,2.75,"(3.0, 4.7)"
C,D,E,"[1.2, 4.1]","[-76, -71, -74, -52, -76, -65]",7,1.803,"(3.0, 4.2)",0,2.546,"(3.0, 2.3)",1,2.343,"(3.0, 2.6)",2,2.163,"(3.0, 2.9)",3,2.059,"(3.0, 3.1)",4,1.931,"(3.0, 3.4)",5,1.844,"(3.0, 3.7)",6,1.811,"(3.0, 3.9)",7,1.803,"(3.0, 4.2)",8,1.844,"(3.0, 4.5)",9,1.897,"(3.0, 4.7)"
E,C,D,"[4.6, 2.2]","[-71, -61, -69, -66, -79, -69]",5,0.781,"(4.0, 1.7)",0,1.603,"(3.0, 2.3)",1,1.4,"(3.2, 2.2)",2,1.204,"(3.4, 2.1)",3,1.044,"(3.6, 1.9)",4,0.894,"(3.8, 1.8)",5,0.781,"(4.0, 1.7)",6,0.806,"(4.2, 1.5)",7,0.825,"(4.4, 1.4)",8,0.9,"(4.6, 1.3)",9,1.118,"(4.8, 1.1)"
C,E,D,"[1.8, 3.9]","[-66, -49, -69, -65, -66, -57]",0,2,"(3.0, 2.3)",0,2,"(3.0, 2.3)",1,2.202,"(3.2, 2.2)",2,2.408,"(3.4, 2.1)",3,2.691,"(3.6, 1.9)",4,2.9,"(3.8, 1.8)",5,3.111,"(4.0, 1.7)",6,3.394,"(4.2, 1.5)",7,3.607,"(4.4, 1.4)",8,3.821,"(4.6, 1.3)",9,4.104,"(4.8, 1.1)"
A,B,E,"[4.4, 6.5]","[-83, -67, -71, -60, -65, -48]",4,1.404,"(3.0, 6.6)",0,1.844,"(3.0, 7.7)",1,1.664,"(3.0, 7.4)",2,1.523,"(3.0, 7.1)",3,1.456,"(3.0, 6.9)",4,1.404,"(3.0, 6.6)",5,1.414,"(3.0, 6.3)",6,1.456,"(3.0, 6.1)",7,1.565,"(3.0, 5.8)",8,1.72,"(3.0, 5.5)",9,1.844,"(3.0, 5.3)"
D,E,B,"[2.3, 8.9]","[-88, -80, -77, -66, -67, -58]",9,2.617,"(4.9, 8.6)",0,4.383,"(4.3, 5.0)",1,4.082,"(4.4, 5.4)",2,3.801,"(4.5, 5.8)",3,3.483,"(4.5, 6.2)",4,3.253,"(4.6, 6.6)",5,3.061,"(4.7, 7.0)",6,2.83,"(4.7, 7.4)",7,2.731,"(4.8, 7.8)",8,2.693,"(4.9, 8.2)",9,2.617,"(4.9, 8.6)"
B,E,A,"[1.1, 8.8]","[-69, -66, -85, -55, -55, -68]",9,0.141,"(1.2, 8.9)",0,2.195,"(3.0, 7.7)",1,1.972,"(2.8, 7.8)",2,1.749,"(2.6, 7.9)",3,1.476,"(2.4, 8.1)",4,1.253,"(2.2, 8.2)",5,1.03,"(2.0, 8.3)",6,0.762,"(1.8, 8.5)",7,0.539,"(1.6, 8.6)",8,0.316,"(1.4, 8.7)",9,0.141,"(1.2, 8.9)"
C,D,E,"[3, 1.95]","[-65, -65, -65, -59, -69, -69]",0,0.35,"(3.0, 2.3)",0,0.35,"(3.0, 2.3)",1,0.65,"(3.0, 2.6)",2,0.95,"(3.0, 2.9)",3,1.15,"(3.0, 3.1)",4,1.45,"(3.0, 3.4)",5,1.75,"(3.0, 3.7)",6,1.95,"(3.0, 3.9)",7,2.25,"(3.0, 4.2)",8,2.55,"(3.0, 4.5)",9,2.75,"(3.0, 4.7)"
C,D,E,"[1.2, 4.1]","[-78, -68, -74, -50, -74, -64]",7,1.803,"(3.0, 4.2)",0,2.546,"(3.0, 2.3)",1,2.343,"(3.0, 2.6)",2,2.163,"(3.0, 2.9)",3,2.059,"(3.0, 3.1)",4,1.931,"(3.0, 3.4)",5,1.844,"(3.0, 3.7)",6,1.811,"(3.0, 3.9)",7,1.803,"(3.0, 4.2)",8,1.844,"(3.0, 4.5)",9,1.897,"(3.0, 4.7)"
B,D,E,"[4.9, 4.3]","[-75, -59, -70, -57, -71, -58]",0,0.922,"(4.3, 5.0)",0,0.922,"(4.3, 5.0)",1,0.99,"(4.2, 5.0)",2,1.063,"(4.1, 5.0)",3,1.221,"(3.9, 5.0)",4,1.304,"(3.8, 5.0)",5,1.389,"(3.7, 5.0)",6,1.565,"(3.5, 5.0)",7,1.655,"(3.4, 5.0)",8,1.746,"(3.3, 5.0)",9,1.931,"(3.1, 5.0)"
E,C,D,"[2.2, 4.3]","[-69, -57, -70, -65, -80, -55]",0,2.154,"(3.0, 2.3)",0,2.154,"(3.0, 2.3)",1,2.326,"(3.2, 2.2)",2,2.506,"(3.4, 2.1)",3,2.778,"(3.6, 1.9)",4,2.968,"(3.8, 1.8)",5,3.162,"(4.0, 1.7)",6,3.441,"(4.2, 1.5)",7,3.64,"(4.4, 1.4)",8,3.842,"(4.6, 1.3)",9,4.123,"(4.8, 1.1)"
B,E,A,"[3.2, 7.7]","[-74, -63, -79, -61, -52, -58]",0,0.2,"(3.0, 7.7)",0,0.2,"(3.0, 7.7)",1,0.412,"(2.8, 7.8)",2,0.632,"(2.6, 7.9)",3,0.894,"(2.4, 8.1)",4,1.118,"(2.2, 8.2)",5,1.342,"(2.0, 8.3)",6,1.612,"(1.8, 8.5)",7,1.836,"(1.6, 8.6)",8,2.059,"(1.4, 8.7)",9,2.332,"(1.2, 8.9)"
B,D,E,"[3.8, 5.6]","[-75, -72, -68, -47, -67, -47]",4,0.6,"(3.8, 5.0)",0,0.781,"(4.3, 5.0)",1,0.721,"(4.2, 5.0)",2,0.671,"(4.1, 5.0)",3,0.608,"(3.9, 5.0)",4,0.6,"(3.8, 5.0)",5,0.608,"(3.7, 5.0)",6,0.671,"(3.5, 5.0)",7,0.721,"(3.4, 5.0)",8,0.781,"(3.3, 5.0)",9,0.922,"(3.1, 5.0)"
E,B,D,"[1.1, 1.1]","[-60, -75, -78, -73, -81, -80]",9,3.812,"(4.9, 1.4)",0,5.045,"(4.3, 5.0)",1,4.81,"(4.4, 4.6)",2,4.601,"(4.5, 4.2)",3,4.342,"(4.5, 3.8)",4,4.188,"(4.6, 3.4)",5,4.071,"(4.7, 3.0)",6,3.9,"(4.7, 2.6)",7,3.86,"(4.8, 2.2)",8,3.864,"(4.9, 1.8)",9,3.812,"(4.9, 1.4)"
E,C,D,"[1.8, 3.9]","[-66, -49, -69, -66, -66, -57]",0,2,"(3.0, 2.3)",0,2,"(3.0, 2.3)",1,2.202,"(3.2, 2.2)",2,2.408,"(3.4, 2.1)",3,2.691,"(3.6, 1.9)",4,2.9,"(3.8, 1.8)",5,3.111,"(4.0, 1.7)",6,3.394,"(4.2, 1.5)",7,3.607,"(4.4, 1.4)",8,3.821,"(4.6, 1.3)",9,4.104,"(4.8, 1.1)"
E,C,D,"[3.9, 1.4]","[-61, -67, -69, -66, -72, -66]",5,0.316,"(4.0, 1.7)",0,1.273,"(3.0, 2.3)",1,1.063,"(3.2, 2.2)",2,0.86,"(3.4, 2.1)",3,0.583,"(3.6, 1.9)",4,0.412,"(3.8, 1.8)",5,0.316,"(4.0, 1.7)",6,0.316,"(4.2, 1.5)",7,0.5,"(4.4, 1.4)",8,0.707,"(4.6, 1.3)",9,0.949,"(4.8, 1.1)"
B,E,A,"[1.3, 6.9]","[-79, -67, -77, -48, -58, -66]",5,1.565,"(2.0, 8.3)",0,1.879,"(3.0, 7.7)",1,1.749,"(2.8, 7.8)",2,1.64,"(2.6, 7.9)",3,1.628,"(2.4, 8.1)",4,1.581,"(2.2, 8.2)",5,1.565,"(2.0, 8.3)",6,1.676,"(1.8, 8.5)",7,1.726,"(1.6, 8.6)",8,1.803,"(1.4, 8.7)",9,2.002,"(1.2, 8.9)"
B,E,A,"[1.3, 6.9]","[-75, -70, -78, -47, -57, -67]",5,1.565,"(2.0, 8.3)",0,1.879,"(3.0, 7.7)",1,1.749,"(2.8, 7.8)",2,1.64,"(2.6, 7.9)",3,1.628,"(2.4, 8.1)",4,1.581,"(2.2, 8.2)",5,1.565,"(2.0, 8.3)",6,1.676,"(1.8, 8.5)",7,1.726,"(1.6, 8.6)",8,1.803,"(1.4, 8.7)",9,2.002,"(1.2, 8.9)"
E,C,D,"[3.4, 3.8]","[-67, -52, -73, -67, -62, -60]",0,1.552,"(3.0, 2.3)",0,1.552,"(3.0, 2.3)",1,1.612,"(3.2, 2.2)",2,1.7,"(3.4, 2.1)",3,1.91,"(3.6, 1.9)",4,2.04,"(3.8, 1.8)",5,2.184,"(4.0, 1.7)",6,2.435,"(4.2, 1.5)",7,2.6,"(4.4, 1.4)",8,2.773,"(4.6, 1.3)",9,3.041,"(4.8, 1.1)"
B,E,A,"[1.3, 6.9]","[-77, -69, -78, -48, -57, -68]",5,1.565,"(2.0, 8.3)",0,1.879,"(3.0, 7.7)",1,1.749,"(2.8, 7.8)",2,1.64,"(2.6, 7.9)",3,1.628,"(2.4, 8.1)",4,1.581,"(2.2, 8.2)",5,1.565,"(2.0, 8.3)",6,1.676,"(1.8, 8.5)",7,1.726,"(1.6, 8.6)",8,1.803,"(1.4, 8.7)",9,2.002,"(1.2, 8.9)"
E,C,D,"[3.4, 3.8]","[-66, -52, -74, -66, -62, -58]",0,1.552,"(3.0, 2.3)",0,1.552,"(3.0, 2.3)",1,1.612,"(3.2, 2.2)",2,1.7,"(3.4, 2.1)",3,1.91,"(3.6, 1.9)",4,2.04,"(3.8, 1.8)",5,2.184,"(4.0, 1.7)",6,2.435,"(4.2, 1.5)",7,2.6,"(4.4, 1.4)",8,2.773,"(4.6, 1.3)",9,3.041,"(4.8, 1.1)"
B,A,E,"[3.9, 7]","[-80, -79, -70, -49, -56, -54]",3,0.906,"(3.0, 6.9)",0,1.14,"(3.0, 7.7)",1,0.985,"(3.0, 7.4)",2,0.906,"(3.0, 7.1)",3,0.906,"(3.0, 6.9)",4,0.985,"(3.0, 6.6)",5,1.14,"(3.0, 6.3)",6,1.273,"(3.0, 6.1)",7,1.5,"(3.0, 5.8)",8,1.749,"(3.0, 5.5)",9,1.924,"(3.0, 5.3)"
B,D,E,"[4.9, 4.3]","[-75, -59, -70, -57, -71, -59]",0,0.922,"(4.3, 5.0)",0,0.922,"(4.3, 5.0)",1,0.99,"(4.2, 5.0)",2,1.063,"(4.1, 5.0)",3,1.221,"(3.9, 5.0)",4,1.304,"(3.8, 5.0)",5,1.389,"(3.7, 5.0)",6,1.565,"(3.5, 5.0)",7,1.655,"(3.4, 5.0)",8,1.746,"(3.3, 5.0)",9,1.931,"(3.1, 5.0)"
E,C,D,"[3.9, 1.4]","[-67, -68, -61, -67, -71, -66]",5,0.316,"(4.0, 1.7)",0,1.273,"(3.0, 2.3)",1,1.063,"(3.2, 2.2)",2,0.86,"(3.4, 2.1)",3,0.583,"(3.6, 1.9)",4,0.412,"(3.8, 1.8)",5,0.316,"(4.0, 1.7)",6,0.316,"(4.2, 1.5)",7,0.5,"(4.4, 1.4)",8,0.707,"(4.6, 1.3)",9,0.949,"(4.8, 1.1)"
C,D,E,"[2.8, 2.3]","[-60, -52, -71, -60, -76, -67]",0,0.2,"(3.0, 2.3)",0,0.2,"(3.0, 2.3)",1,0.361,"(3.0, 2.6)",2,0.632,"(3.0, 2.9)",3,0.825,"(3.0, 3.1)",4,1.118,"(3.0, 3.4)",5,1.414,"(3.0, 3.7)",6,1.612,"(3.0, 3.9)",7,1.91,"(3.0, 4.2)",8,2.209,"(3.0, 4.5)",9,2.408,"(3.0, 4.7)"
B,A,E,"[1.5, 7.6]","[-74, -70, -77, -54, -63, -58]",0,1.503,"(3.0, 7.7)",0,1.503,"(3.0, 7.7)",1,1.513,"(3.0, 7.4)",2,1.581,"(3.0, 7.1)",3,1.655,"(3.0, 6.9)",4,1.803,"(3.0, 6.6)",5,1.985,"(3.0, 6.3)",6,2.121,"(3.0, 6.1)",7,2.343,"(3.0, 5.8)",8,2.581,"(3.0, 5.5)",9,2.746,"(3.0, 5.3)"
C,E,D,"[4.5, 1.5]","[-76, -64, -63, -66, -74, -60]",7,0.141,"(4.4, 1.4)",0,1.7,"(3.0, 2.3)",1,1.476,"(3.2, 2.2)",2,1.253,"(3.4, 2.1)",3,0.985,"(3.6, 1.9)",4,0.762,"(3.8, 1.8)",5,0.539,"(4.0, 1.7)",6,0.3,"(4.2, 1.5)",7,0.141,"(4.4, 1.4)",8,0.224,"(4.6, 1.3)",9,0.5,"(4.8, 1.1)"
B,A,E,"[3.9, 7]","[-79, -79, -70, -48, -55, -51]",3,0.906,"(3.0, 6.9)",0,1.14,"(3.0, 7.7)",1,0.985,"(3.0, 7.4)",2,0.906,"(3.0, 7.1)",3,0.906,"(3.0, 6.9)",4,0.985,"(3.0, 6.6)",5,1.14,"(3.0, 6.3)",6,1.273,"(3.0, 6.1)",7,1.5,"(3.0, 5.8)",8,1.749,"(3.0, 5.5)",9,1.924,"(3.0, 5.3)"
B,D,E,"[4.9, 4.3]","[-76, -58, -70, -58, -73, -59]",0,0.922,"(4.3, 5.0)",0,0.922,"(4.3, 5.0)",1,0.99,"(4.2, 5.0)",2,1.063,"(4.1, 5.0)",3,1.221,"(3.9, 5.0)",4,1.304,"(3.8, 5.0)",5,1.389,"(3.7, 5.0)",6,1.565,"(3.5, 5.0)",7,1.655,"(3.4, 5.0)",8,1.746,"(3.3, 5.0)",9,1.931,"(3.1, 5.0)"
C,E,D,"[4.5, 1.5]","[-76, -64, -63, -66, -74, -60]",7,0.141,"(4.4, 1.4)",0,1.7,"(3.0, 2.3)",1,1.476,"(3.2, 2.2)",2,1.253,"(3.4, 2.1)",3,0.985,"(3.6, 1.9)",4,0.762,"(3.8, 1.8)",5,0.539,"(4.0, 1.7)",6,0.3,"(4.2, 1.5)",7,0.141,"(4.4, 1.4)",8,0.224,"(4.6, 1.3)",9,0.5,"(4.8, 1.1)"
C,D,E,"[1.8, 3.2]","[-63, -67, -64, -54, -72, -60]",3,1.204,"(3.0, 3.1)",0,1.5,"(3.0, 2.3)",1,1.342,"(3.0, 2.6)",2,1.237,"(3.0, 2.9)",3,1.204,"(3.0, 3.1)",4,1.217,"(3.0, 3.4)",5,1.3,"(3.0, 3.7)",6,1.389,"(3.0, 3.9)",7,1.562,"(3.0, 4.2)",8,1.769,"(3.0, 4.5)",9,1.921,"(3.0, 4.7)"
B,E,A,"[2.2, 7.4]","[-70, -68, -83, -59, -50, -58]",2,0.64,"(2.6, 7.9)",0,0.854,"(3.0, 7.7)",1,0.721,"(2.8, 7.8)",2,0.64,"(2.6, 7.9)",3,0.728,"(2.4, 8.1)",4,0.8,"(2.2, 8.2)",5,0.922,"(2.0, 8.3)",6,1.17,"(1.8, 8.5)",7,1.342,"(1.6, 8.6)",8,1.526,"(1.4, 8.7)",9,1.803,"(1.2, 8.9)"
A,B,E,"[2.1, 6.2]","[-78, -72, -86, -59, -70, -55]",6,0.906,"(3.0, 6.1)",0,1.749,"(3.0, 7.7)",1,1.5,"(3.0, 7.4)",2,1.273,"(3.0, 7.1)",3,1.14,"(3.0, 6.9)",4,0.985,"(3.0, 6.6)",5,0.906,"(3.0, 6.3)",6,0.906,"(3.0, 6.1)",7,0.985,"(3.0, 5.8)",8,1.14,"(3.0, 5.5)",9,1.273,"(3.0, 5.3)"
E,C,D,"[4.6, 2.2]","[-71, -62, -69, -66, -79, -70]",5,0.781,"(4.0, 1.7)",0,1.603,"(3.0, 2.3)",1,1.4,"(3.2, 2.2)",2,1.204,"(3.4, 2.1)",3,1.044,"(3.6, 1.9)",4,0.894,"(3.8, 1.8)",5,0.781,"(4.0, 1.7)",6,0.806,"(4.2, 1.5)",7,0.825,"(4.4, 1.4)",8,0.9,"(4.6, 1.3)",9,1.118,"(4.8, 1.1)"
C,D,E,"[2.2, 3]","[-66, -52, -69, -61, -76, -62]",2,0.806,"(3.0, 2.9)",0,1.063,"(3.0, 2.3)",1,0.894,"(3.0, 2.6)",2,0.806,"(3.0, 2.9)",3,0.806,"(3.0, 3.1)",4,0.894,"(3.0, 3.4)",5,1.063,"(3.0, 3.7)",6,1.204,"(3.0, 3.9)",7,1.442,"(3.0, 4.2)",8,1.7,"(3.0, 4.5)",9,1.879,"(3.0, 4.7)"
A,E,B,"[2.3, 8.9]","[-89, -80, -82, -64, -66, -59]",0,1.389,"(3.0, 7.7)",0,1.389,"(3.0, 7.7)",1,1.421,"(3.2, 7.8)",2,1.487,"(3.4, 7.9)",3,1.526,"(3.6, 8.1)",4,1.655,"(3.8, 8.2)",5,1.803,"(4.0, 8.3)",6,1.942,"(4.2, 8.5)",7,2.121,"(4.4, 8.6)",8,2.309,"(4.6, 8.7)",9,2.5,"(4.8, 8.9)"
C,D,E,"[2.2, 4.3]","[-69, -57, -70, -64, -81, -54]",7,0.806,"(3.0, 4.2)",0,2.154,"(3.0, 2.3)",1,1.879,"(3.0, 2.6)",2,1.612,"(3.0, 2.9)",3,1.442,"(3.0, 3.1)",4,1.204,"(3.0, 3.4)",5,1,"(3.0, 3.7)",6,0.894,"(3.0, 3.9)",7,0.806,"(3.0, 4.2)",8,0.825,"(3.0, 4.5)",9,0.894,"(3.0, 4.7)"
C,E,D,"[2.2, 3]","[-67, -52, -69, -64, -73, -61]",0,1.063,"(3.0, 2.3)",0,1.063,"(3.0, 2.3)",1,1.281,"(3.2, 2.2)",2,1.5,"(3.4, 2.1)",3,1.78,"(3.6, 1.9)",4,2,"(3.8, 1.8)",5,2.22,"(4.0, 1.7)",6,2.5,"(4.2, 1.5)",7,2.72,"(4.4, 1.4)",8,2.941,"(4.6, 1.3)",9,3.22,"(4.8, 1.1)"
E,C,D,"[1.8, 3.9]","[-66, -48, -68, -71, -65, -56]",0,2,"(3.0, 2.3)",0,2,"(3.0, 2.3)",1,2.202,"(3.2, 2.2)",2,2.408,"(3.4, 2.1)",3,2.691,"(3.6, 1.9)",4,2.9,"(3.8, 1.8)",5,3.111,"(4.0, 1.7)",6,3.394,"(4.2, 1.5)",7,3.607,"(4.4, 1.4)",8,3.821,"(4.6, 1.3)",9,4.104,"(4.8, 1.1)"
B,D,E,"[4.9, 4.3]","[-76, -58, -69, -58, -72, -58]",0,0.922,"(4.3, 5.0)",0,0.922,"(4.3, 5.0)",1,0.99,"(4.2, 5.0)",2,1.063,"(4.1, 5.0)",3,1.221,"(3.9, 5.0)",4,1.304,"(3.8, 5.0)",5,1.389,"(3.7, 5.0)",6,1.565,"(3.5, 5.0)",7,1.655,"(3.4, 5.0)",8,1.746,"(3.3, 5.0)",9,1.931,"(3.1, 5.0)"
B,D,E,"[4.6, 7.6]","[-74, -65, -67, -59, -71, -49]",0,2.617,"(4.3, 5.0)",0,2.617,"(4.3, 5.0)",1,2.631,"(4.2, 5.0)",2,2.648,"(4.1, 5.0)",3,2.693,"(3.9, 5.0)",4,2.72,"(3.8, 5.0)",5,2.751,"(3.7, 5.0)",6,2.823,"(3.5, 5.0)",7,2.864,"(3.4, 5.0)",8,2.907,"(3.3, 5.0)",9,3.002,"(3.1, 5.0)"
B,A,E,"[3.9, 7]","[-79, -79, -70, -48, -55, -52]",3,0.906,"(3.0, 6.9)",0,1.14,"(3.0, 7.7)",1,0.985,"(3.0, 7.4)",2,0.906,"(3.0, 7.1)",3,0.906,"(3.0, 6.9)",4,0.985,"(3.0, 6.6)",5,1.14,"(3.0, 6.3)",6,1.273,"(3.0, 6.1)",7,1.5,"(3.0, 5.8)",8,1.749,"(3.0, 5.5)",9,1.924,"(3.0, 5.3)"
D,B,E,"[3.4, 3]","[-77, -31, -73, -55, -65, -57]",7,2,"(3.4, 5.0)",0,2.193,"(4.3, 5.0)",1,2.154,"(4.2, 5.0)",2,2.119,"(4.1, 5.0)",3,2.062,"(3.9, 5.0)",4,2.04,"(3.8, 5.0)",5,2.022,"(3.7, 5.0)",6,2.002,"(3.5, 5.0)",7,2,"(3.4, 5.0)",8,2.002,"(3.3, 5.0)",9,2.022,"(3.1, 5.0)"
B,D,E,"[4.95, 8.2]","[-81, -74, -66, -54, -71, -23]",0,3.265,"(4.3, 5.0)",0,3.265,"(4.3, 5.0)",1,3.287,"(4.2, 5.0)",2,3.311,"(4.1, 5.0)",3,3.368,"(3.9, 5.0)",4,3.4,"(3.8, 5.0)",5,3.435,"(3.7, 5.0)",6,3.513,"(3.5, 5.0)",7,3.556,"(3.4, 5.0)",8,3.6,"(3.3, 5.0)",9,3.696,"(3.1, 5.0)"
E,B,D,"[3.9, 1.9]","[-65, -64, -78, -72, -79, -73]",7,0.949,"(4.8, 2.2)",0,3.126,"(4.3, 5.0)",1,2.746,"(4.4, 4.6)",2,2.377,"(4.5, 4.2)",3,1.992,"(4.5, 3.8)",4,1.655,"(4.6, 3.4)",5,1.36,"(4.7, 3.0)",6,1.063,"(4.7, 2.6)",7,0.949,"(4.8, 2.2)",8,1.005,"(4.9, 1.8)",9,1.118,"(4.9, 1.4)"
E,C,D,"[3.9, 1.4]","[-70, -70, -65, -67, -72, -67]",5,0.316,"(4.0, 1.7)",0,1.273,"(3.0, 2.3)",1,1.063,"(3.2, 2.2)",2,0.86,"(3.4, 2.1)",3,0.583,"(3.6, 1.9)",4,0.412,"(3.8, 1.8)",5,0.316,"(4.0, 1.7)",6,0.316,"(4.2, 1.5)",7,0.5,"(4.4, 1.4)",8,0.707,"(4.6, 1.3)",9,0.949,"(4.8, 1.1)"
A,E,B,"[2.3, 8.9]","[-89, -79, -83, -63, -65, -60]",0,1.389,"(3.0, 7.7)",0,1.389,"(3.0, 7.7)",1,1.421,"(3.2, 7.8)",2,1.487,"(3.4, 7.9)",3,1.526,"(3.6, 8.1)",4,1.655,"(3.8, 8.2)",5,1.803,"(4.0, 8.3)",6,1.942,"(4.2, 8.5)",7,2.121,"(4.4, 8.6)",8,2.309,"(4.6, 8.7)",9,2.5,"(4.8, 8.9)"
C,D,E,"[2.2, 4.3]","[-69, -58, -70, -64, -76, -56]",7,0.806,"(3.0, 4.2)",0,2.154,"(3.0, 2.3)",1,1.879,"(3.0, 2.6)",2,1.612,"(3.0, 2.9)",3,1.442,"(3.0, 3.1)",4,1.204,"(3.0, 3.4)",5,1,"(3.0, 3.7)",6,0.894,"(3.0, 3.9)",7,0.806,"(3.0, 4.2)",8,0.825,"(3.0, 4.5)",9,0.894,"(3.0, 4.7)"
B,A,E,"[3.9, 7]","[-80, -79, -69, -48, -55, -51]",3,0.906,"(3.0, 6.9)",0,1.14,"(3.0, 7.7)",1,0.985,"(3.0, 7.4)",2,0.906,"(3.0, 7.1)",3,0.906,"(3.0, 6.9)",4,0.985,"(3.0, 6.6)",5,1.14,"(3.0, 6.3)",6,1.273,"(3.0, 6.1)",7,1.5,"(3.0, 5.8)",8,1.749,"(3.0, 5.5)",9,1.924,"(3.0, 5.3)"
B,E,A,"[2.2, 7.4]","[-71, -67, -85, -60, -49, -59]",2,0.64,"(2.6, 7.9)",0,0.854,"(3.0, 7.7)",1,0.721,"(2.8, 7.8)",2,0.64,"(2.6, 7.9)",3,0.728,"(2.4, 8.1)",4,0.8,"(2.2, 8.2)",5,0.922,"(2.0, 8.3)",6,1.17,"(1.8, 8.5)",7,1.342,"(1.6, 8.6)",8,1.526,"(1.4, 8.7)",9,1.803,"(1.2, 8.9)"
