18:1e:78:00:25:5e,-88
44:e9:dd:4f:50:ea,-66,-68,-70,-68,-69,-69,-72,-73,-70,-72,-74,-69,-69,-74,-72,-69,-69,-73,-70,-70,-73,-70,-69,-71,-69,-71,-72,-69,-69,-73,-73,-73,-69,-70
a0:63:91:b7:09:90,-89,-88,-91
f0:82:61:46:9e:a9,-81,-82,-77,-79,-80
7a:8a:20:54:02:a2,-88
da:13:99:7b:d9:5e,-76,-75,-76,-75,-75
54:64:d9:f7:ac:50,-68,-67,-71,-70,-72,-67,-70,-67,-66,-70,-67
00:23:6a:75:42:66,-76,-79,-80,-81,-79,-80,-73,-81,-80,-86,-80,-83,-80,-82,-85,-84,-85,-84,-81,-84,-87,-88,-83
92:72:82:f2:08:76,-88,-86,-86,-85,-88,-86,-86,-86,-87
54:64:d9:36:99:38,-88,-83,-89,-90,-88
88:ad:43:cf:e7:38,-77,-75,-75,-82,-80,-79
24:a2:e1:f0:ee:2e,-90,-89
50:c7:bf:a2:64:6f,-73,-74,-72,-73,-73,-72,-72,-75,-74,-73,-72,-72,-75,-73,-73,-70,-73,-70,-71,-73,-72
f8:ab:05:56:39:76,-87,-87
44:e9:dd:3e:bb:d6,-82
f8:ab:05:4f:90:86,-63,-62,-62,-58,-62,-59,-63,-62,-60,-63,-63,-62,-62,-59,-61,-62,-73,-60,-61,-62,-61,-61,-59,-62,-61,-62,-63,-63,-63,-62,-63,-64,-63,-62,-64
f8:ab:05:4f:90:85,-89,-90,-90,-91,-89,-88,-89,-89,-89,-89,-87,-89,-88,-89,-88,-89,-88,-89,-89,-88,-89,-88,-89,-88,-88,-88,-88,-86,-87,-88,-89,-88,-88,-88
54:64:d9:f4:54:61,-87,-89
f8:ab:05:4f:90:87,-82,-82,-82,-81,-81,-82,-81,-81,-82,-82,-83,-81,-83,-82,-81,-82,-81,-82,-81,-82,-81,-81,-82,-81,-81,-81,-82,-82,-82,-82,-81,-82,-81
40:65:a3:a8:a7:4e,-85,-87,-86,-90,-85
58:90:43:b7:3f:66,-89
58:d5:6e:a9:68:33,-81,-80,-71,-79,-79,-79
84:a1:d1:55:7d:1e,-86,-88
26:f5:a2:58:ba:17,-87,-87
ac:f1:df:c8:c1:aa,-81,-82,-83,-78,-83,-83,-83
7c:8b:ca:f9:9a:95,-85
3c:7a:8a:fd:87:d4,-88,-88,-86
18:a6:f7:bc:ed:39,-76,-73,-73,-73,-72,-72,-71,-73,-72,-71,-73,-72,-76,-74,-72,-72,-70,-72,-73,-73,-73,-73,-73,-73,-83,-74,-74,-74,-74,-73,-73
40:65:a3:ac:56:a6,-84,-82,-83,-82,-82,-84,-85,-85,-83,-85,-83,-83,-82,-83
ec:ad:e0:d4:e8:f8,-72,-71,-71,-85,-72,-71,-71,-71,-72,-72,-71,-71
42:65:a3:a8:a7:4e,-88
2c:79:d7:09:6c:f6,-88,-89,-91,-88,-89,-88,-89
