24:f5:a2:eb:f3:25,-82,-83,-82,-83
88:ad:43:cf:e7:38,-66,-71,-69,-71,-71,-70,-70,-71,-71,-72,-70,-70,-69,-69,-71,-70,-72,-71,-71,-73,-70
50:c7:bf:a2:64:6f,-76,-78,-78,-77,-81,-80,-79,-79,-79,-74,-79,-71,-77,-76,-74,-80,-78,-77,-75,-75,-76,-75
ec:08:6b:b6:59:0a,-89
f8:ab:05:4f:90:86,-65,-70,-68,-71,-68,-69,-69,-69,-70,-69,-69,-69,-69,-72,-68,-71,-70,-71,-68,-72,-69,-69,-69,-67,-67,-67,-69,-71,-70,-68,-68,-69,-69,-69,-70
5a:d7:75:f8:10:9d,-91,-91
f8:ab:05:4f:90:87,-92
40:65:a3:a8:a7:4e,-88,-89
62:e3:27:a1:06:14,-86,-79,-85
58:90:43:b7:3f:66,-88,-88,-88
58:d5:6e:a9:68:33,-80,-80,-72
86:a0:6e:f3:15:2f,-86
5c:8f:e0:30:0a:37,-89
ac:f1:df:c8:c1:aa,-79,-82,-85,-80,-80,-84,-85,-81,-85,-78,-81,-81,-81,-81,-86,-81,-81,-80,-79,-80,-80,-80,-85,-80,-79,-82,-81,-82,-77
7c:8b:ca:f9:9a:95,-84
18:a6:f7:bc:ed:39,-76,-79,-77,-77,-78,-78,-78,-77,-78,-76,-77,-76,-77,-77,-78,-77,-77,-79,-77,-77,-76,-75,-76,-78,-77,-75,-78,-77,-77,-77,-76,-76
f4:f2:6d:fc:76:6a,-89
40:65:a3:ac:56:a6,-82,-87,-87,-87,-89,-87,-87,-88,-88,-86,-85,-87,-85,-85,-86,-88
ec:ad:e0:d4:e8:f8,-68,-78,-79,-78,-78,-79,-75,-80,-80,-81
2c:79:d7:09:6c:f6,-91,-91,-90,-90
78:8a:20:54:02:a2,-91
