e8:2c:6d:0d:ee:a2,-84
18:d6:c7:4d:3b:ec,-63,-57,-66,-64,-65,-64,-64,-64,-64,-64,-62,-62,-63,-64,-63,-64,-65,-64,-63,-62,-64,-63
5c:8f:e0:5b:3b:75,-80,-81,-82,-78
c4:09:38:6d:3b:09,-21,-23,-22,-23,-23,-24,-25,-23,-23,-25,-24,-22,-25,-26,-26,-22,-23,-26,-26,-22,-25,-24,-26,-26,-25,-23,-22,-24,-24,-25,-24,-24,-26,-25,-22
9c:c8:fc:2b:42:b2,-69,-67,-66,-66
f8:ab:05:55:49:b6,-65,-68,-70,-72,-73,-66,-68,-71,-67,-65,-65,-69
44:e9:dd:4f:50:ea,-69,-75,-69,-69,-74,-71,-73,-73,-70,-71,-72,-69,-71
3a:b1:db:82:9d:c1,-77,-78
7a:8a:20:54:02:a2,-84
f0:82:61:46:9e:a9,-79,-77
54:64:d9:f7:ac:50,-67,-74,-71,-66,-67,-72,-62,-70,-69,-69,-65,-70,-64,-65,-67,-66,-71,-68
92:72:82:f2:08:76,-82,-83,-85,-84
00:23:6a:75:42:66,-72,-77,-77,-76,-77,-76,-76,-75,-75,-74,-76,-76,-75,-73,-81,-72,-70,-73,-76,-76,-75,-71,-72,-72
88:ad:43:cf:e7:38,-73,-73,-71,-75,-68,-70,-75,-71,-64,-73,-73,-67
24:a2:e1:f0:ee:2e,-87
50:c7:bf:a2:64:6f,-61,-73,-65,-61,-65,-63,-64,-65,-66,-66,-63,-65,-63,-66,-62,-64,-64,-65,-65,-65
86:a1:d1:55:7d:1d,-92
ec:08:6b:b6:59:0a,-81,-83,-81,-83
44:e9:dd:3e:bb:d6,-86
f8:ab:05:4f:90:86,-56,-55,-57,-57,-57,-57,-55,-57,-54,-55,-63,-57,-55,-55,-55,-54,-54,-55,-56,-55,-54,-54
f8:ab:05:4f:90:85,-89,-88,-88,-89,-89,-88,-89,-88,-88,-87,-88,-88,-87,-88,-88,-88,-89,-88,-87,-89,-89,-88,-88,-89,-88,-89,-88,-89,-87,-90,-90,-89,-89,-91
f8:ab:05:4f:90:87,-82,-81,-92
5c:8f:e0:5a:a6:77,-79
62:e3:27:a1:06:14,-84,-82
58:d5:6e:a9:68:33,-67,-66,-64,-61,-66,-66,-65,-61,-71,-63,-67,-67,-68,-71,-67,-71
88:71:b1:a5:38:00,-87
dc:fe:07:8c:be:00,-90,-90,-91,-90,-90,-90,-91,-90,-90,-90,-92,-90,-91,-91,-91,-91,-89,-92,-90
ac:f1:df:c8:c1:aa,-81,-80,-78,-81,-80,-80,-78,-79,-81,-78,-78,-76,-77,-77,-79,-79,-81,-78,-77,-75,-80,-80
88:a6:c6:7b:0b:5e,-84
18:a6:f7:bc:ed:39,-73,-71,-70,-69,-70,-68,-69,-70,-68,-68,-72,-70,-72,-69,-70,-72,-66,-71
f4:f2:6d:fc:76:6a,-88
40:65:a3:ac:56:a6,-85,-77,-81,-85,-78,-81,-83,-81,-77,-78
ec:ad:e0:d4:e8:f8,-75,-77,-76,-75,-76,-76,-76,-78
84:a1:d1:55:7d:1d,-92
